,tlc,station,latitude,longitude,time,time_hours,to,total_time
504,EGG,Eggesford [EGG],50.8906415919054,-3.8773501466817097,3h11m,3.0,London Paddington [PAD],191.0
505,EGH,Egham [EGH],51.429587646807,-0.547060624770707,43m,0.0,London Waterloo [WAT],43.0
506,EGN,Eastrington [EGN],53.7551680865472,-0.7876907643274009,2h59m,2.0,London Kings Cross [KGX],179.0
507,EGR,East Grinstead [EGR],51.12647,-0.017406,1h01m,0.0,London Bridge [LBG],57.0
508,EGT,Egton [EGT],54.4375875338949,-0.761538745389766,4h35m,4.0,London Kings Cross [KGX],275.0
509,ELD,Earlswood (Surrey) [ELD],51.2263024565421,-0.17096387647787803,45m,0.0,London Victoria [VIC],45.0
510,ELP,Ellesmere Port [ELP],53.281661921430796,-2.8970864678042596,2h53m,2.0,London Euston [EUS],173.0
511,ELR,Elsecar [ELR],53.504291814595696,-1.41803038756923,2h49m,2.0,London Kings Cross [KGX],169.0
512,ELS,Elstree & Borehamwood [ELS],51.652675,-0.281542,31m,0.0,London Blackfriars [BFR],31.0
513,ELY,Ely [ELY],52.3931104280875,0.265204446898134,1h13m,1.0,London Kings Cross [KGX],73.0
514,EMD,East Midlands Parkway [EMD],52.861817,-1.25907,1h22m,1.0,London St Pancras International [STP],82.0
515,EML,East Malling [EML],51.28661411203521,0.43895017554261795,1h20m,0.0,London Victoria [VIC],56.0
516,EMS,Emsworth [EMS],50.851034015409,-0.938116,1h32m,1.0,London Victoria [VIC],92.0
517,ENT,Entwistle [ENT],53.65557708,-2.414903952,3h20m,3.0,London Euston [EUS],200.0
518,EPS,Epsom (Surrey) [EPS],51.33256952945721,-0.270353512605029,37m,0.0,London Victoria [VIC],37.0
519,ERA,Eastham Rake [ERA],53.305975936124106,-2.9816969218724103,2h35m,2.0,London Euston [EUS],155.0
520,ERD,Erdington [ERD],52.52762354,-1.83836156,1h50m,1.0,London Euston [EUS],110.0
521,ERI,Eridge [ERI],51.08977,0.202098,1h02m,1.0,London Bridge [LBG],62.0
522,ERL,Earlestown [ERL],53.451162076454,-2.6374679037147297,2h37m,2.0,London Euston [EUS],157.0
523,ESH,Esher [ESH],51.380274,-0.353813,23m,0.0,London Waterloo [WAT],23.0
524,ESL,Eastleigh [ESL],50.975453,-1.3533429984177199,1h20m,1.0,London Waterloo [WAT],80.0
525,ESM,Elsenham (Essex) [ESM],51.9203837431912,0.226011854763932,1h01m,0.0,London Liverpool Street [LST],55.0
526,ESW,Elmswell [ESW],52.237647331982004,0.9127250369901171,1h43m,1.0,London Kings Cross [KGX],103.0
527,ETC,Etchingham [ETC],51.0105724430233,0.442243769810915,1h17m,1.0,London Charing Cross [CHX],77.0
528,ETL,East Tilbury [ETL],51.482981009947004,0.415293279952875,48m,0.0,London Fenchurch Street [FST],48.0
529,EVE,Evesham [EVE],52.09708147146971,-1.94709605386042,1h52m,1.0,London Paddington [PAD],112.0
530,EWD,Earlswood (West Midlands) [EWD],52.36719848,-1.861035374,2h21m,2.0,London Euston [EUS],141.0
531,EWE,Ewell East [EWE],51.345298,-0.241573,39m,0.0,London Bridge [LBG],39.0
532,EWR,East Worthing [EWR],50.82178533,-0.355485008,1h31m,1.0,London Victoria [VIC],91.0
533,EWW,Ewell West [EWW],51.3505223069185,-0.255431787539942,35m,0.0,London Waterloo [WAT],35.0
534,EXC,Exeter Central [EXC],50.7259681137656,-3.5333021145325296,2h25m,2.0,London Paddington [PAD],145.0
535,EXD,Exeter St David's [EXD],50.729181520849,-3.54331149784544,2h05m,2.0,London Paddington [PAD],125.0
536,EXM,Exmouth [EXM],50.6215869528413,-3.41495610830154,2h51m,2.0,London Paddington [PAD],171.0
537,EXN,Exton [EXN],50.6702069041823,-3.4448339348887096,3h14m,3.0,London Paddington [PAD],194.0
538,EXT,Exeter St Thomas [EXT],50.71711024193829,-3.53940175137409,2h35m,2.0,London Paddington [PAD],155.0
539,EYN,Eynsford [EYN],51.3627971414195,0.20445442040025302,40m,0.0,London Charing Cross [CHX],40.0
540,FAL,Falmouth Docks [FAL],50.1499243005237,-5.05593621127337,4h54m,4.0,London Paddington [PAD],294.0
541,FAV,Faversham [FAV],51.3119126629467,0.8912441649089742,1h07m,1.0,London Blackfriars [BFR],67.0
542,FAZ,Fazakerley [FAZ],53.4691755194283,-2.934256,3h10m,3.0,London Euston [EUS],190.0
543,FBY,Formby [FBY],53.553439746587294,-3.070938,3h16m,3.0,London Euston [EUS],196.0
544,FEA,Featherstone [FEA],53.65008493517529,-1.3224535560836699,2h54m,2.0,London Kings Cross [KGX],174.0
545,FEN,Fenny Stratford [FEN],51.9993813199479,-0.7167015539742951,1h04m,0.0,London Euston [EUS],54.0
546,FER,Fernhill [FER],51.685044874903205,-3.39583808279267,3h31m,3.0,London Paddington [PAD],211.0
547,FFA,Ffairfach [FFA],51.8718285343928,-3.99259847590921,4h20m,4.0,London Paddington [PAD],260.0
548,FFD,Freshford [FFD],51.34071259,-2.301502269,2h05m,2.0,London Paddington [PAD],125.0
549,FGT,Faygate [FGT],51.100204,-0.262885,1h00m,0.0,London Bridge [LBG],52.0
550,FIL,Filey [FIL],54.2098542648821,-0.29374210985995597,3h28m,3.0,London Kings Cross [KGX],208.0
551,FIN,Finstock [FIN],51.97629835592879,-1.53127354598483,1h20m,1.0,London Paddington [PAD],80.0
552,FIT,Filton Abbey Wood [FIT],51.50747764251061,-2.56305259856067,1h44m,1.0,London Paddington [PAD],104.0
553,FKC,Folkestone Central [FKC],51.082820237281105,1.16853542137771,1h10m,0.0,London St Pancras International [STP],54.0
554,FKW,Folkestone West [FKW],51.084602,1.153947,1h08m,0.0,London St Pancras International [STP],52.0
555,FLE,Fleet [FLE],51.290485705325395,-0.831483396960908,44m,0.0,London Waterloo [WAT],44.0
556,FLF,Flowery Field [FLF],53.4637055467161,-2.0779084465403197,2h39m,2.0,London Euston [EUS],159.0
557,FLI,Flixton [FLI],53.44331167053001,-2.38395591971883,2h43m,2.0,London Euston [EUS],163.0
558,FLM,Flimby [FLM],54.690244963000495,-3.5197679946991496,4h21m,4.0,London Euston [EUS],261.0
559,FLN,Flint [FLN],53.2500959998775,-3.13212397477746,2h22m,2.0,London Euston [EUS],142.0
560,FLT,Flitwick [FLT],52.004872,-0.498786,1h01m,0.0,London Blackfriars [BFR],56.0
561,FLX,Felixstowe [FLX],51.967501221906005,1.350858,1h50m,1.0,London Liverpool Street [LST],110.0
562,FMR,Falmer [FMR],50.861952,-0.089297,1h21m,1.0,London Bridge [LBG],81.0
563,FMT,Falmouth Town [FMT],50.1476920659903,-5.0648514907441395,4h51m,4.0,London Paddington [PAD],291.0
564,FNB,Farnborough (Main) [FNB],51.2966530920909,-0.755423109977302,38m,0.0,London Waterloo [WAT],38.0
565,FNC,Farncombe [FNC],51.1971510496643,-0.6053217167429411,44m,0.0,London Waterloo [WAT],44.0
566,FNH,Farnham [FNH],51.212309,-0.793433,53m,0.0,London Waterloo [WAT],53.0
567,FNR,Farningham Road [FNR],51.401538661358,0.235576,1h08m,0.0,London Victoria [VIC],40.0
568,FNT,Feniton [FNT],50.78604,-3.285968,3h00m,3.0,London Paddington [PAD],180.0
569,FNW,Farnworth [FNW],53.54995644,-2.387803947,2h56m,2.0,London Euston [EUS],176.0
570,FOD,Ford [FOD],50.82992735,-0.578166511,1h29m,1.0,London Victoria [VIC],89.0
571,FOK,Four Oaks [FOK],52.579823,-1.828061,1h52m,1.0,London Euston [EUS],112.0
572,FOX,Foxfield [FOX],54.260161,-3.21486915769371,3h59m,3.0,London Euston [EUS],239.0
573,FRB,Fairbourne [FRB],52.69600672906179,-4.049707785870701,4h52m,4.0,London Euston [EUS],292.0
574,FRD,Frodsham [FRD],53.2955961461114,-2.7251234972565497,2h54m,2.0,London Euston [EUS],174.0
575,FRE,Freshfield [FRE],53.5662660590426,-3.0698417198113197,3h18m,3.0,London Euston [EUS],198.0
576,FRF,Fairfield [FRF],53.4726338291901,-2.15020877280828,2h38m,2.0,London Euston [EUS],158.0
577,FRI,Frinton-on-Sea [FRI],51.837533863477105,1.244065,1h28m,1.0,London Liverpool Street [LST],88.0
578,FRM,Fareham [FRM],50.853466880712794,-1.1914187448645,1h44m,1.0,London Waterloo [WAT],104.0
579,FRO,Frome [FRO],51.22684317,-2.310638324,1h41m,1.0,London Paddington [PAD],101.0
580,FRT,Frant [FRT],51.104001,0.295885,1h02m,1.0,London Cannon Street [CST],62.0
581,FRW,Fairwater [FRW],51.4945878362521,-3.23632114229065,2h49m,2.0,London Paddington [PAD],169.0
582,FRY,Ferriby [FRY],53.717364971826704,-0.507610755889403,2h37m,2.0,London Kings Cross [KGX],157.0
583,FSB,Fishbourne (Sussex) [FSB],50.83855329632521,-0.814971,1h34m,1.0,London Victoria [VIC],94.0
584,FSK,Fiskerton [FSK],53.061582,-0.910856,2h21m,2.0,London Kings Cross [KGX],141.0
585,FTN,Fratton [FTN],50.7964883065027,-1.073766,1h27m,1.0,London Waterloo [WAT],87.0
586,FWY,Five Ways [FWY],52.47184002,-1.915337694,1h44m,1.0,London Euston [EUS],104.0
587,FYS,Ferryside [FYS],51.7691378924399,-4.36765778702123,3h50m,3.0,London Paddington [PAD],230.0
588,FZH,Frizinghall [FZH],53.81661323,-1.770464604,2h54m,2.0,London Kings Cross [KGX],174.0
589,FZP,Furze Platt [FZP],51.5317379970471,-0.732401012675579,38m,0.0,London Paddington [PAD],38.0
590,FZW,Fitzwilliam [FZW],53.6330369462066,-1.37420458953399,2h14m,2.0,London Kings Cross [KGX],134.0
591,GBD,Gilberdyke [GBD],53.75097959383739,-0.73550420690115,2h35m,2.0,London Kings Cross [KGX],155.0
592,GBK,Greenbank [GBK],53.2676181460168,-2.4785466233852897,2h44m,2.0,London Euston [EUS],164.0
593,GBL,Gainsborough Lea Road [GBL],53.385932,-0.773591,2h21m,2.0,London Kings Cross [KGX],141.0
594,GBS,Goring-by-Sea [GBS],50.817763,-0.433011,1h24m,1.0,London Victoria [VIC],84.0
595,GCR,Gloucester [GCR],51.8654564166554,-2.23864683172196,1h54m,1.0,London Paddington [PAD],114.0
596,GCT,Great Coates [GCT],53.5759591770716,-0.129148870284189,3h15m,3.0,London Kings Cross [KGX],195.0
597,GCW,Glan Conwy [GCW],53.2678347806011,-3.7975648488431095,3h11m,3.0,London Euston [EUS],191.0
598,GDL,Godley [GDL],53.458206,-2.062597,2h43m,2.0,London Euston [EUS],163.0
599,GDN,Godstone [GDN],51.218596614011794,-0.049636715253428,1h02m,0.0,London Bridge [LBG],53.0
600,GEA,Gretna Green [GEA],55.00284768975579,-3.0747357712143906,3h48m,3.0,London Euston [EUS],228.0
601,GER,Gerrards Cross [GER],51.5887736494298,-0.55338,22m,0.0,London Marylebone [MYB],22.0
602,GFF,Gilfach Fargoed [GFF],51.684459004033,-3.2285844563784303,3h10m,3.0,London Paddington [PAD],190.0
603,GGV,Gargrave [GGV],53.98095678,-2.1057714819999998,3h17m,3.0,London Kings Cross [KGX],197.0
604,GIG,Giggleswick [GIG],54.06494438,-2.3060486559999998,3h45m,3.0,London Euston [EUS],225.0
605,GIL,Gillingham (Dorset) [GIL],51.034013,-2.273479,1h58m,1.0,London Waterloo [WAT],118.0
606,GLC,Glasgow Central [GLC],55.860358,-4.257582,4h33m,4.0,London Euston [EUS],273.0
607,GLD,Guildford [GLD],51.23690442787851,-0.580441273691965,37m,0.0,London Waterloo [WAT],37.0
608,GLH,Glasshoughton [GLH],53.71017233126761,-1.34189653668881,3h05m,3.0,London Kings Cross [KGX],185.0
609,GLM,Gillingham (Kent) [GLM],51.386556,0.549806,1h01m,0.0,London Blackfriars [BFR],46.0
610,GLO,Glossop [GLO],53.4438106158697,-1.9484120785083798,2h55m,2.0,London Euston [EUS],175.0
611,GLQ,Glasgow Queen Street [GLQ],55.862054,-4.250841,4h52m,4.0,London Euston [EUS],292.0
612,GLS,Glaisdale [GLS],54.4390045320199,-0.794264,4h28m,4.0,London Kings Cross [KGX],268.0
613,GLY,Glynde [GLY],50.85777791,0.06940469,1h17m,1.0,London Victoria [VIC],77.0
614,GLZ,Glazebrook [GLZ],53.4282505185672,-2.458875,2h37m,2.0,London Euston [EUS],157.0
615,GMB,Grimsby Town [GMB],53.5635665882022,-0.087309,2h54m,2.0,London Kings Cross [KGX],174.0
616,GMG,Garth (Mid Glamorgan) [GMG],51.596758327566995,-3.64209620625219,2h55m,2.0,London Paddington [PAD],175.0
617,GMN,Great Missenden [GMN],51.70431195038179,-0.708785549877367,42m,0.0,London Marylebone [MYB],42.0
618,GMT,Grosmont [GMT],54.4357822792838,-0.725361261492261,4h39m,4.0,London Kings Cross [KGX],279.0
619,GMV,Great Malvern [GMV],52.109774,-2.321093,2h33m,2.0,London Euston [EUS],153.0
620,GNB,Gainsborough Central [GNB],53.39808502412271,-0.7649093726604441,2h52m,2.0,London Kings Cross [KGX],172.0
621,GNF,Greenfield [GNF],53.5385587665594,-2.01372264916091,2h48m,2.0,London Euston [EUS],168.0
622,GNL,Green Lane [GNL],53.383243,-3.01644907127547,2h50m,2.0,London Euston [EUS],170.0
623,GNR,Green Road [GNR],54.263176754319105,-3.24255589949781,4h02m,4.0,London Euston [EUS],242.0
624,GNT,Gunton [GNT],52.864742,1.344074,2h34m,2.0,London Liverpool Street [LST],154.0
625,GOB,Gobowen [GOB],52.893238,-3.03779,2h56m,2.0,London Euston [EUS],176.0
626,GOD,Godalming [GOD],51.186497461786296,-0.6184212979921291,47m,0.0,London Waterloo [WAT],47.0
627,GOE,Goldthorpe [GOE],53.4971995772168,-1.3176566391177,2h30m,2.0,London Kings Cross [KGX],150.0
628,GOM,Gomshall [GOM],51.22019,-0.441997,1h14m,0.0,London Bridge [LBG],53.0
629,GOO,Goole [GOO],53.704716298991606,-0.874461058629573,2h24m,2.0,London Kings Cross [KGX],144.0
630,GOR,Goring & Streatley [GOR],51.51917502614371,-1.13130615617158,51m,0.0,London Paddington [PAD],51.0
631,GOS,Grange-over-Sands [GOS],54.195754,-2.903085,3h25m,3.0,London Euston [EUS],205.0
632,GOX,Goxhill [GOX],53.6768944136165,-0.334932653557203,3h18m,3.0,London Kings Cross [KGX],198.0
633,GRA,Grantham [GRA],52.906383,-0.642646,1h09m,1.0,London Kings Cross [KGX],69.0
634,GRB,Great Bentley [GRB],51.852344,1.06516122919372,1h27m,1.0,London Liverpool Street [LST],87.0
635,GRC,Great Chesterford [GRC],52.0604619579222,0.19461800880949698,1h10m,1.0,London Liverpool Street [LST],70.0
636,GRF,Garforth [GRF],53.79640007619221,-1.3832382336881501,2h39m,2.0,London Kings Cross [KGX],159.0
637,GRN,Grindleford [GRN],53.3062381063646,-1.628076,2h41m,2.0,London Euston [EUS],161.0
638,GRT,Grateley [GRT],51.174109,-1.603375,1h20m,1.0,London Waterloo [WAT],80.0
639,GRV,Gravesend [GRV],51.441241,0.366997,24m,0.0,London St Pancras International [STP],24.0
640,GRY,Grays [GRY],51.476011,0.32191984988934097,39m,0.0,London Fenchurch Street [FST],39.0
641,GSD,Garsdale [GSD],54.301543458903296,-2.38843062061392,4h22m,4.0,London Kings Cross [KGX],262.0
642,GSN,Garston (Hertfordshire) [GSN],51.663770001706496,-0.39659518830469503,32m,0.0,London Euston [EUS],32.0
643,GST,Gathurst [GST],53.55632927655439,-2.69224460324627,2h25m,2.0,London Euston [EUS],145.0
644,GSW,Garswood [GSW],53.489009,-2.67276,2h37m,2.0,London Euston [EUS],157.0
645,GSY,Guiseley [GSY],53.8764738606008,-1.7163082653436499,2h41m,2.0,London Kings Cross [KGX],161.0
646,GTA,Great Ayton [GTA],54.489334836965504,-1.11658525551119,3h48m,3.0,London Kings Cross [KGX],228.0
647,GTH,Garth (Powys) [GTH],52.1335662531952,-3.53059055713427,4h41m,4.0,London Euston [EUS],281.0
648,GTN,Grangetown (Cardiff) [GTN],51.4671417629369,-3.190416,2h21m,2.0,London Paddington [PAD],141.0
649,GTO,Gorton [GTO],53.470094194386796,-2.16738842598557,2h33m,2.0,London Euston [EUS],153.0
650,GTR,Goostrey [GTR],53.225211397408295,-2.32927656615215,2h16m,2.0,London Euston [EUS],136.0
651,GTY,Gatley [GTY],53.3932586281836,-2.23269452757241,2h36m,2.0,London Euston [EUS],156.0
652,GUI,Guide Bridge [GUI],53.474733,-2.11404170958752,2h36m,2.0,London Euston [EUS],156.0
653,GVH,Gravelly Hill [GVH],52.51533493,-1.85261201,1h53m,1.0,London Euston [EUS],113.0
654,GWE,Gwersyllt [GWE],53.0732597411641,-3.0173072185842997,3h19m,3.0,London Euston [EUS],199.0
655,GWN,Gowerton [GWN],51.648064824081494,-4.03600618967094,3h25m,3.0,London Paddington [PAD],205.0
656,GYM,Great Yarmouth [GYM],52.611904,1.72062650141133,2h33m,2.0,London Liverpool Street [LST],153.0
657,GYP,Gypsy Lane [GYP],54.5332623814027,-1.17881278740295,3h21m,3.0,London Kings Cross [KGX],201.0
658,HAB,Habrough [HAB],53.607903621660995,-0.27106431486619503,2h44m,2.0,London Kings Cross [KGX],164.0
659,HAD,Haddiscoe [HAD],52.5282574960796,1.62464495669178,2h51m,2.0,London Liverpool Street [LST],171.0
660,HAG,Hagley [HAG],52.422425380962494,-2.14529930763085,2h13m,2.0,London Euston [EUS],133.0
661,HAI,Halling [HAI],51.3829413082897,0.511403536978392,48m,0.0,London St Pancras International [STP],48.0
662,HAL,Hale (Manchester) [HAL],53.3783994482547,-2.34765482837193,2h29m,2.0,London Euston [EUS],149.0
663,HAM,Hamworthy [HAM],50.72625,-2.0186632,2h13m,2.0,London Paddington [PAD],133.0
664,HAP,Hatfield Peverel [HAP],51.7798136559807,0.592251459118527,41m,0.0,London Liverpool Street [LST],41.0
665,HAS,Halesworth [HAS],52.346233,1.50496,2h14m,2.0,London Liverpool Street [LST],134.0
666,HAT,Hatfield (Herts) [HAT],51.7638941,-0.21555893,25m,0.0,London Kings Cross [KGX],25.0
667,HAV,Havant [HAV],50.8533520904848,-0.9814075027455009,1h17m,1.0,London Waterloo [WAT],77.0
668,HAZ,Hazel Grove [HAZ],53.3781873912723,-2.12223165627526,2h21m,2.0,London Euston [EUS],141.0
669,HBB,Hubberts Bridge [HBB],52.9774548658269,-0.110019880277589,2h37m,2.0,London Kings Cross [KGX],157.0
670,HBD,Hebden Bridge [HBD],53.7377107378467,-2.008543,3h17m,3.0,London Euston [EUS],197.0
671,HBN,Hollingbourne [HBN],51.2621951897145,0.6304160996715129,1h15m,1.0,London St Pancras International [STP],75.0
672,HBP,Hornbeam Park [HBP],53.977225,-1.522248,2h49m,2.0,London Kings Cross [KGX],169.0
673,HBY,Hartlebury [HBY],52.3352664155589,-2.22052104976746,2h36m,2.0,London Euston [EUS],156.0
674,HCH,Holmes Chapel [HCH],53.199373,-2.3498696138473902,2h07m,2.0,London Euston [EUS],127.0
675,HCN,Headcorn [HCN],51.16607660752911,0.627631258679396,1h03m,0.0,London Bridge [LBG],57.0
676,HCT,Huncoat [HCT],53.77459573,-2.338495771,3h25m,3.0,London Euston [EUS],205.0
677,HDB,Haydon Bridge [HDB],54.9746639461658,-2.2462254002756,4h28m,4.0,London Kings Cross [KGX],268.0
678,HDE,Hedge End [HDE],50.9316174510561,-1.29489813382178,1h28m,1.0,London Waterloo [WAT],88.0
679,HDG,Heald Green [HDG],53.3717023515483,-2.2241451730375896,2h32m,2.0,London Euston [EUS],152.0
680,HDM,Haddenham & Thame Parkway [HDM],51.7730637984096,-0.9323,1h11m,0.0,London Marylebone [MYB],43.0
681,HDY,Headingley [HDY],53.8179090622925,-1.59425,2h43m,2.0,London Kings Cross [KGX],163.0
682,HEC,Heckington [HEC],52.9764201253527,-0.292356221029016,2h03m,2.0,London Kings Cross [KGX],123.0
683,HED,Halewood [HED],53.367868,-2.828607,2h31m,2.0,London Euston [EUS],151.0
684,HEI,Heighington [HEI],54.6066723906779,-1.6030606988353,3h03m,3.0,London Kings Cross [KGX],183.0
685,HEL,Hensall [HEL],53.6991069975492,-1.1155367970558798,3h24m,3.0,London Kings Cross [KGX],204.0
686,HER,Hersham [HER],51.37614867329351,-0.390327263216155,26m,0.0,London Waterloo [WAT],26.0
687,HES,Hessle [HES],53.71750558329921,-0.444457466940836,2h42m,2.0,London Kings Cross [KGX],162.0
688,HEV,Hever [HEV],51.1825370926862,0.09730980035224801,47m,0.0,London Bridge [LBG],47.0
689,HEW,Heworth [HEW],54.9521209739098,-1.55769611745966,3h06m,3.0,London Kings Cross [KGX],186.0
690,HEX,Hexham [HEX],54.97343864510199,-2.09493513232567,4h00m,4.0,London Kings Cross [KGX],240.0
691,HFD,Hereford [HFD],52.061587008513605,-2.71034654095133,2h48m,2.0,London Euston [EUS],168.0
692,HFE,Hertford East [HFE],51.7991480439766,-0.072892964513825,1h03m,0.0,London Liverpool Street [LST],51.0
693,HFN,Hertford North [HFN],51.7987565798155,-0.091894170770534,45m,0.0,London Kings Cross [KGX],45.0
694,HFX,Halifax [HFX],53.721223,-1.856362,3h08m,3.0,London Kings Cross [KGX],188.0
695,HGD,Hungerford [HGD],51.4140337456824,-1.510139,1h08m,1.0,London Paddington [PAD],68.0
696,HGF,Hag Fold [HGF],53.534085597444204,-2.4942509736274303,2h32m,2.0,London Euston [EUS],152.0
697,HGM,Higham (Kent) [HGM],51.426527666281004,0.466348105904906,42m,0.0,London Bridge [LBG],42.0
698,HGN,Hough Green [HGN],53.3724511168202,-2.77514220001118,2h35m,2.0,London Euston [EUS],155.0
699,HGS,Hastings [HGS],50.857899945283,0.578137,1h26m,1.0,London Cannon Street [CST],86.0
700,HGT,Harrogate [HGT],53.9927516191782,-1.53755144766544,2h44m,2.0,London Kings Cross [KGX],164.0
701,HHB,Heysham Port [HHB],54.0333338858994,-2.91379030628317,3h42m,3.0,London Euston [EUS],222.0
702,HHD,Holyhead [HHD],53.308504,-4.63164619667147,3h44m,3.0,London Euston [EUS],224.0
703,HHE,Haywards Heath [HHE],51.0056537324815,-0.104493,49m,0.0,London Bridge [LBG],49.0
704,HHL,Heath High Level [HHL],51.5126006535812,-3.17848813968423,2h25m,2.0,London Paddington [PAD],145.0
705,HIA,Hampton-in-Arden [HIA],52.42734666,-1.69894195,1h27m,1.0,London Euston [EUS],87.0
706,HIB,High Brooms [HIB],51.1493384808159,0.277357679684094,1h02m,0.0,London Bridge [LBG],43.0
707,HID,Hall-i-th-Wood [HID],53.59626946,-2.4157425790000002,3h07m,3.0,London Euston [EUS],187.0
708,HIG,Highbridge & Burnham [HIG],51.218982453189604,-2.97414683368257,2h41m,2.0,London Paddington [PAD],161.0
709,HIN,Hindley [HIN],53.541865223239405,-2.57557207761889,2h24m,2.0,London Euston [EUS],144.0
710,HIR,Horton-in-Ribblesdale [HIR],54.14888524,-2.299641,3h59m,3.0,London Kings Cross [KGX],239.0
711,HIT,Hitchin [HIT],51.9532338472789,-0.263424394460062,27m,0.0,London Kings Cross [KGX],27.0
712,HKM,Hykeham [HKM],53.194101796240794,-0.599942,2h38m,2.0,London Kings Cross [KGX],158.0
713,HKN,Hucknall [HKN],53.0374362551744,-1.19447007586797,2h15m,2.0,London St Pancras International [STP],135.0
714,HLB,Hildenborough [HLB],51.2137795773859,0.227226602176436,36m,0.0,London Bridge [LBG],36.0
715,HLD,Hellifield [HLD],54.01097649,-2.227952062,3h25m,3.0,London Kings Cross [KGX],205.0
716,HLG,Hall Green [HLG],52.436962,-1.845739,2h06m,2.0,London Euston [EUS],126.0
717,HLM,Holmwood [HLM],51.18159231596189,-0.32171017008302005,1h00m,1.0,London Victoria [VIC],60.0
718,HLN,Harlington (Beds) [HLN],51.9622961278531,-0.494167,57m,0.0,London Blackfriars [BFR],57.0
719,HLR,Hall Road [HLR],53.4989412545631,-3.04633135653685,3h09m,3.0,London Euston [EUS],189.0
720,HMC,Hampton Court [HMC],51.40229203764339,-0.34275714142248304,33m,0.0,London Waterloo [WAT],33.0
721,HMD,Hampden Park (Sussex) [HMD],50.796626,0.279069,1h31m,1.0,London Victoria [VIC],91.0
722,HME,Hamble [HME],50.870513318376396,-1.32847801002133,1h51m,1.0,London Paddington [PAD],111.0
723,HML,Hemel Hempstead [HML],51.742478,-0.490276,27m,0.0,London Euston [EUS],27.0
724,HMT,Ham Street [HMT],51.0679581811435,0.8531815826843471,1h11m,0.0,London St Pancras International [STP],53.0
725,HNB,Herne Bay [HNB],51.3645420487239,1.11783753475529,1h23m,1.0,London St Pancras International [STP],83.0
726,HNF,Hednesford [HNF],52.708445446786,-1.99932092050042,1h56m,1.0,London Euston [EUS],116.0
727,HNG,Hengoed [HNG],51.647232395173596,-3.2261033401532697,2h49m,2.0,London Paddington [PAD],169.0
728,HNK,Hinckley (Leics) [HNK],52.535244881630604,-1.371447921075,1h18m,1.0,London Euston [EUS],78.0
729,HNX,Hunts Cross [HNX],53.3599796780931,-2.855936482467,2h28m,2.0,London Euston [EUS],148.0
730,HOC,Hockley [HOC],51.603353374496606,0.6590905064697379,51m,0.0,London Liverpool Street [LST],51.0
731,HOK,Hook [HOK],51.2800395491887,-0.961563063412119,1h01m,0.0,London Waterloo [WAT],58.0
732,HOL,Holton Heath [HOL],50.71489167,-2.0821139840000003,2h18m,2.0,London Paddington [PAD],138.0
733,HOO,Hooton [HOO],53.298164,-2.974225,2h33m,2.0,London Euston [EUS],153.0
734,HOP,Hope (Derbyshire) [HOP],53.348349009962504,-1.747282,2h51m,2.0,London Euston [EUS],171.0
735,HOR,Horley [HOR],51.1688122888069,-0.161309465141296,34m,0.0,London Victoria [VIC],34.0
736,HOT,Henley-on-Thames [HOT],51.534625,-0.900821,1h00m,1.0,London Paddington [PAD],60.0
737,HOV,Hove [HOV],50.83420134,-0.171536453,1h08m,1.0,London Victoria [VIC],68.0
738,HOW,Howden [HOW],53.734603,-0.882046,2h23m,2.0,London Kings Cross [KGX],143.0
739,HOY,Honley [HOY],53.60999801962149,-1.7868809578846598,3h11m,3.0,London Kings Cross [KGX],191.0
740,HPD,Harpenden [HPD],51.81552283,-0.352739581,23m,0.0,London Blackfriars [BFR],23.0
741,HPE,Hope (Flintshire) [HPE],53.1171944046395,-3.037125,3h20m,3.0,London Euston [EUS],200.0
742,HPL,Hartlepool [HPL],54.6867301290658,-1.20793715510083,3h22m,3.0,London Kings Cross [KGX],202.0
743,HPN,Hapton [HPN],53.782659,-2.3156889080000003,3h29m,3.0,London Euston [EUS],209.0
744,HPQ,Harwich International [HPQ],51.947694,1.254106,1h22m,1.0,London Liverpool Street [LST],82.0
745,HPT,Hopton Heath [HPT],52.391262,-2.9118678368803197,3h25m,3.0,London Euston [EUS],205.0
746,HRD,Harling Road [HRD],52.4542380869514,0.910503457161302,1h51m,1.0,London Kings Cross [KGX],111.0
747,HRH,Horsham [HRH],51.065397861890105,-0.31999287341633303,1h01m,0.0,London Bridge [LBG],55.0
748,HRM,Harrietsham [HRM],51.24403,0.673986,1h11m,1.0,London St Pancras International [STP],71.0
749,HRR,Harrington [HRR],54.6115763730251,-3.5648375273419903,4h32m,4.0,London Euston [EUS],272.0
750,HRS,Horsforth [HRS],53.848319,-1.631424,2h47m,2.0,London Kings Cross [KGX],167.0
751,HSB,Helsby [HSB],53.274882669226706,-2.77003119633502,2h53m,2.0,London Euston [EUS],173.0
752,HSC,Hoscar [HSC],53.59651518631971,-2.79514983840844,3h00m,3.0,London Euston [EUS],180.0
753,HSD,Hamstead (Birmingham) [HSD],52.53109253,-1.928889228,1h51m,1.0,London Euston [EUS],111.0
754,HSG,Hathersage [HSG],53.3245278383156,-1.64791536227098,2h45m,2.0,London Euston [EUS],165.0
755,HSK,Hassocks [HSK],50.92454153,-0.145998574,1h00m,1.0,London Bridge [LBG],60.0
756,HSL,Haslemere [HSL],51.0896541594804,-0.7160504777571859,1h04m,0.0,London Waterloo [WAT],53.0
